model_id,contrast,metric,stratum,n_items,n_pairs,mean_difference,ci95_lower,ci95_upper
google/gemma-2-2b-it,recovery_minus_measured,m2,hard__malfunctioning_always_fail__hostile,2,2,-0.04999999999999999,-0.09999999999999998,0.0
google/gemma-2-2b-it,recovery_minus_measured,m2,hard__malfunctioning_always_fail__neutral,2,2,0.15000000000000002,0.0,0.30000000000000004
google/gemma-2-2b-it,recovery_minus_measured,accuracy,easy__malfunctioning_always_fail__hostile,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,recovery_minus_measured,accuracy,easy__malfunctioning_always_fail__neutral,9,9,-0.1111111111111111,-0.3333333333333333,0.0
google/gemma-2-2b-it,recovery_minus_measured,accuracy,hard__malfunctioning_always_fail__hostile,9,9,0.0,0.0,0.0
google/gemma-2-2b-it,recovery_minus_measured,accuracy,hard__malfunctioning_always_fail__neutral,8,8,0.0,0.0,0.0
google/gemma-2-2b-it,recovery_minus_measured,non_answer_rate,easy__malfunctioning_always_fail__hostile,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,recovery_minus_measured,non_answer_rate,easy__malfunctioning_always_fail__neutral,10,10,0.1,0.0,0.3
google/gemma-2-2b-it,recovery_minus_measured,non_answer_rate,hard__malfunctioning_always_fail__hostile,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,recovery_minus_measured,non_answer_rate,hard__malfunctioning_always_fail__neutral,10,10,0.1,0.0,0.3
google/gemma-2-2b-it,onset_minus_measured,m1,easy__accurate__hostile,6,6,-2.0104167217602176,-5.104166664959242,0.04166660394791203
google/gemma-2-2b-it,onset_minus_measured,m1,easy__accurate__neutral,10,10,-1.23437497522973,-2.8407811191902876,-0.09359356496199411
google/gemma-2-2b-it,onset_minus_measured,m1,hard__accurate__hostile,2,2,0.18749957240652293,-0.5000004970934242,0.8749996419064701
google/gemma-2-2b-it,onset_minus_measured,m1,hard__accurate__neutral,5,5,-2.875000156252645,-6.350000225123949,-0.5499999856110662
google/gemma-2-2b-it,onset_minus_measured,m2,easy__accurate__neutral,6,6,0.016666666666666663,0.0,0.04999999999999999
google/gemma-2-2b-it,onset_minus_measured,m2,hard__accurate__neutral,1,1,0.0,,
google/gemma-2-2b-it,onset_minus_measured,accuracy,easy__accurate__hostile,6,6,-0.16666666666666666,-0.5,0.0
google/gemma-2-2b-it,onset_minus_measured,accuracy,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,onset_minus_measured,accuracy,hard__accurate__hostile,2,2,0.0,0.0,0.0
google/gemma-2-2b-it,onset_minus_measured,accuracy,hard__accurate__neutral,5,5,-0.2,-0.6,0.0
google/gemma-2-2b-it,onset_minus_measured,non_answer_rate,easy__accurate__hostile,10,10,0.4,0.1,0.7
google/gemma-2-2b-it,onset_minus_measured,non_answer_rate,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,onset_minus_measured,non_answer_rate,hard__accurate__hostile,10,10,0.6,0.3,0.9
google/gemma-2-2b-it,onset_minus_measured,non_answer_rate,hard__accurate__neutral,10,10,0.3,0.0,0.6
google/gemma-2-2b-it,washout_minus_onset,m1,easy__accurate__hostile,6,6,1.8593750699947122,0.6562499858361358,3.427083400050227
google/gemma-2-2b-it,washout_minus_onset,m1,easy__accurate__neutral,10,10,0.8656250075087882,0.23117171252597474,1.8346094504625932
google/gemma-2-2b-it,washout_minus_onset,m1,hard__accurate__hostile,2,2,-0.4687496329424903,-0.7499992721714079,-0.18749999371357262
google/gemma-2-2b-it,washout_minus_onset,m1,hard__accurate__neutral,5,5,0.5625003107823432,-1.3124998704064637,1.8875004291301594
google/gemma-2-2b-it,washout_minus_onset,m2,easy__accurate__neutral,6,6,-0.03333333333333335,-0.10000000000000003,0.0
google/gemma-2-2b-it,washout_minus_onset,m2,hard__accurate__neutral,1,1,0.0,,
google/gemma-2-2b-it,washout_minus_onset,accuracy,easy__accurate__hostile,6,6,0.16666666666666666,0.0,0.5
google/gemma-2-2b-it,washout_minus_onset,accuracy,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,washout_minus_onset,accuracy,hard__accurate__hostile,2,2,0.0,0.0,0.0
google/gemma-2-2b-it,washout_minus_onset,accuracy,hard__accurate__neutral,5,5,0.0,0.0,0.0
google/gemma-2-2b-it,washout_minus_onset,non_answer_rate,easy__accurate__hostile,10,10,-0.4,-0.7,-0.1
google/gemma-2-2b-it,washout_minus_onset,non_answer_rate,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-2b-it,washout_minus_onset,non_answer_rate,hard__accurate__hostile,10,10,-0.5,-0.8,-0.2
google/gemma-2-2b-it,washout_minus_onset,non_answer_rate,hard__accurate__neutral,10,10,-0.1,-0.3,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m1,easy|hostile,10,10,-2.4968747951596013,-8.188046374829092,1.4846877990345984
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m1,easy|neutral,10,10,-3.7999997272656403,-5.297109228088025,-2.3499215721688422
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m1,hard|hostile,7,7,4.178571134517759,-5.544643425700737,14.581026790643769
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m1,hard|neutral,8,8,-1.2304685978235739,-2.92226557580679,0.4809573792322938
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m2,easy|hostile,7,7,-0.2571428571428572,-0.4,-0.09999999999999999
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m2,easy|neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m2,hard|hostile,5,5,-0.039999999999999994,-0.18,0.14000000000000004
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,m2,hard|neutral,6,6,0.16666666666666666,0.033333333333333326,0.33333333333333326
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,accuracy,easy|hostile,10,10,-0.1,-0.3,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,accuracy,easy|neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,accuracy,hard|hostile,7,7,0.14285714285714285,-0.2857142857142857,0.5714285714285714
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,accuracy,hard|neutral,8,8,0.0,0.0,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,non_answer_rate,easy|hostile,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,non_answer_rate,easy|neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,non_answer_rate,hard|hostile,10,10,-0.1,-0.3,0.0
google/gemma-2-9b-it,validity_malfunctioning_minus_accurate,non_answer_rate,hard|neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,m1,easy|accurate,10,10,-2.2749998781202523,-3.903437343069841,-0.9999215456685355
google/gemma-2-9b-it,tone_hostile_minus_neutral,m1,easy|malfunctioning_always_fail,10,10,-0.9718749460142135,-6.616249939778573,2.675077978358886
google/gemma-2-9b-it,tone_hostile_minus_neutral,m1,hard|accurate,7,7,-8.78124967952655,-17.27734320674587,-1.2678568529279022
google/gemma-2-9b-it,tone_hostile_minus_neutral,m1,hard|malfunctioning_always_fail,8,8,-2.0468750612017175,-8.593945549157798,1.9689455531615967
google/gemma-2-9b-it,tone_hostile_minus_neutral,m2,easy|accurate,7,7,0.2571428571428572,0.09999999999999999,0.38571428571428573
google/gemma-2-9b-it,tone_hostile_minus_neutral,m2,easy|malfunctioning_always_fail,8,8,0.0,0.0,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,m2,hard|accurate,6,6,0.18333333333333332,0.09999999999999998,0.26666666666666666
google/gemma-2-9b-it,tone_hostile_minus_neutral,m2,hard|malfunctioning_always_fail,5,5,-0.07999999999999999,-0.21999999999999995,0.039999999999999994
google/gemma-2-9b-it,tone_hostile_minus_neutral,accuracy,easy|accurate,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,accuracy,easy|malfunctioning_always_fail,10,10,-0.1,-0.3,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,accuracy,hard|accurate,7,7,-0.2857142857142857,-0.5714285714285714,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,accuracy,hard|malfunctioning_always_fail,8,8,-0.125,-0.375,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,non_answer_rate,easy|accurate,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,non_answer_rate,easy|malfunctioning_always_fail,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,tone_hostile_minus_neutral,non_answer_rate,hard|accurate,10,10,0.1,0.0,0.3
google/gemma-2-9b-it,tone_hostile_minus_neutral,non_answer_rate,hard|malfunctioning_always_fail,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,recovery_minus_measured,m1,easy__malfunctioning_always_fail__hostile,10,10,0.9406248394439899,-2.125078417884097,6.090702946431965
google/gemma-2-9b-it,recovery_minus_measured,m1,easy__malfunctioning_always_fail__neutral,10,10,-1.3625000929583622,-3.0312501833983516,0.2939062366177487
google/gemma-2-9b-it,recovery_minus_measured,m1,hard__malfunctioning_always_fail__hostile,7,7,-1.2053569628457939,-1.7767859117572828,-0.5357139043106665
google/gemma-2-9b-it,recovery_minus_measured,m1,hard__malfunctioning_always_fail__neutral,8,8,-5.796874942071554,-11.383007814323014,-1.1328125662398634
google/gemma-2-9b-it,recovery_minus_measured,m2,easy__malfunctioning_always_fail__hostile,8,8,-0.012499999999999997,-0.03749999999999999,0.0
google/gemma-2-9b-it,recovery_minus_measured,m2,easy__malfunctioning_always_fail__neutral,10,10,-0.009999999999999998,-0.029999999999999992,0.0
google/gemma-2-9b-it,recovery_minus_measured,m2,hard__malfunctioning_always_fail__hostile,3,3,-0.06666666666666665,-0.19999999999999996,0.0
google/gemma-2-9b-it,recovery_minus_measured,m2,hard__malfunctioning_always_fail__neutral,6,6,1.850371707708594e-17,-0.09999999999999998,0.10000000000000003
google/gemma-2-9b-it,recovery_minus_measured,accuracy,easy__malfunctioning_always_fail__hostile,10,10,0.1,0.0,0.3
google/gemma-2-9b-it,recovery_minus_measured,accuracy,easy__malfunctioning_always_fail__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,recovery_minus_measured,accuracy,hard__malfunctioning_always_fail__hostile,7,7,0.0,0.0,0.0
google/gemma-2-9b-it,recovery_minus_measured,accuracy,hard__malfunctioning_always_fail__neutral,8,8,-0.25,-0.625,0.0
google/gemma-2-9b-it,recovery_minus_measured,non_answer_rate,easy__malfunctioning_always_fail__hostile,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,recovery_minus_measured,non_answer_rate,easy__malfunctioning_always_fail__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,recovery_minus_measured,non_answer_rate,hard__malfunctioning_always_fail__hostile,10,10,0.1,0.0,0.3
google/gemma-2-9b-it,recovery_minus_measured,non_answer_rate,hard__malfunctioning_always_fail__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,onset_minus_measured,m1,easy__accurate__hostile,9,9,-6.180555469476126,-10.250173619840279,-2.249826218933636
google/gemma-2-9b-it,onset_minus_measured,m1,easy__accurate__neutral,10,10,-3.459374788129753,-4.450000175231794,-2.612421266364145
google/gemma-2-9b-it,onset_minus_measured,m1,hard__accurate__hostile,5,5,1.124999660049798,-0.8765629389880631,3.224999866337748
google/gemma-2-9b-it,onset_minus_measured,m1,hard__accurate__neutral,8,8,-1.7226560547107965,-6.02343723028639,2.058984475950749
google/gemma-2-9b-it,onset_minus_measured,m2,easy__accurate__hostile,1,1,0.0,,
google/gemma-2-9b-it,onset_minus_measured,m2,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,onset_minus_measured,m2,hard__accurate__neutral,6,6,0.016666666666666663,0.0,0.04999999999999999
google/gemma-2-9b-it,onset_minus_measured,accuracy,easy__accurate__hostile,9,9,-0.2222222222222222,-0.5555555555555556,0.0
google/gemma-2-9b-it,onset_minus_measured,accuracy,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,onset_minus_measured,accuracy,hard__accurate__hostile,5,5,0.0,0.0,0.0
google/gemma-2-9b-it,onset_minus_measured,accuracy,hard__accurate__neutral,8,8,-0.125,-0.375,0.0
google/gemma-2-9b-it,onset_minus_measured,non_answer_rate,easy__accurate__hostile,10,10,0.1,0.0,0.3
google/gemma-2-9b-it,onset_minus_measured,non_answer_rate,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,onset_minus_measured,non_answer_rate,hard__accurate__hostile,10,10,0.2,0.0,0.5
google/gemma-2-9b-it,onset_minus_measured,non_answer_rate,hard__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,m1,easy__accurate__hostile,9,9,4.725694522184414,0.30199653745855054,10.522829946878987
google/gemma-2-9b-it,washout_minus_onset,m1,easy__accurate__neutral,10,10,1.7374999041261616,0.9467187954520341,2.440624841039462
google/gemma-2-9b-it,washout_minus_onset,m1,hard__accurate__hostile,5,5,-0.23749973917147144,-3.5374997383216398,3.062500259978697
google/gemma-2-9b-it,washout_minus_onset,m1,hard__accurate__neutral,8,8,-0.3828124513984221,-2.7580074881605015,1.789062469453711
google/gemma-2-9b-it,washout_minus_onset,m2,easy__accurate__hostile,1,1,0.0,,
google/gemma-2-9b-it,washout_minus_onset,m2,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,m2,hard__accurate__neutral,6,6,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,accuracy,easy__accurate__hostile,9,9,0.1111111111111111,0.0,0.3333333333333333
google/gemma-2-9b-it,washout_minus_onset,accuracy,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,accuracy,hard__accurate__hostile,5,5,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,accuracy,hard__accurate__neutral,8,8,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,non_answer_rate,easy__accurate__hostile,10,10,-0.1,-0.3,0.0
google/gemma-2-9b-it,washout_minus_onset,non_answer_rate,easy__accurate__neutral,10,10,0.0,0.0,0.0
google/gemma-2-9b-it,washout_minus_onset,non_answer_rate,hard__accurate__hostile,10,10,-0.2,-0.5,0.0
google/gemma-2-9b-it,washout_minus_onset,non_answer_rate,hard__accurate__neutral,10,10,0.0,0.0,0.0
